,fbest
0,0.5997791779652257
1,0.8164136945678474
2,0.8164136945678474
3,0.8164136945678474
4,0.8763492476808981
5,0.8763492476808981
6,1.0045540368340402
7,1.0473438998118367
8,1.1173627925792913
9,1.1173627925792913
10,1.1173627925792913
11,1.1173627925792913
12,1.1173627925792913
13,1.1173627925792913
14,1.1173627925792913
15,1.1173627925792913
16,1.1173627925792913
17,1.2848250853845178
18,1.2848250853845178
19,1.2848250853845178
20,1.2848250853845178
21,1.2848250853845178
22,1.2848250853845178
23,1.2848250853845178
24,1.2848250853845178
25,1.2848250853845178
26,1.2848250853845178
27,1.2848250853845178
28,1.2848250853845178
29,1.2848250853845178
30,1.2848250853845178
31,1.2848250853845178
32,1.2848250853845178
33,1.2848250853845178
34,1.2848250853845178
35,1.2848250853845178
36,1.2848250853845178
37,1.2848250853845178
38,1.2848250853845178
39,1.2848250853845178
40,1.2848250853845178
41,1.2848250853845178
42,1.2848250853845178
43,1.2848250853845178
44,1.2848250853845178
45,1.2848250853845178
46,1.2848250853845178
47,1.2848250853845178
48,1.2848250853845178
49,1.2848250853845178
50,1.2848250853845178
51,1.2848250853845178
52,1.2848250853845178
53,1.2848250853845178
54,1.2848250853845178
55,1.2848250853845178
56,1.2848250853845178
57,1.2848250853845178
58,1.2848250853845178
59,1.2848250853845178
60,1.2848250853845178
61,1.4603433491123041
62,1.4603433491123041
63,1.4603433491123041
64,1.4603433491123041
65,1.4603433491123041
66,1.4603433491123041
67,1.4603433491123041
68,1.4603433491123041
69,1.4603433491123041
70,1.4603433491123041
71,1.4603433491123041
72,1.4941907971215973
73,1.4941907971215973
74,1.4941907971215973
75,1.4941907971215973
76,1.5240795989022085
77,1.5240795989022085
78,1.5240795989022085
79,1.5240795989022085
80,1.5240795989022085
81,1.5240795989022085
82,1.5240795989022085
83,1.5368678878216242
84,1.5368678878216242
85,1.758416687718506
86,1.758416687718506
87,1.758416687718506
88,1.758416687718506
89,2.195403097979808
90,2.195403097979808
91,2.195403097979808
92,2.195403097979808
93,2.195403097979808
94,2.195403097979808
95,2.195403097979808
96,2.195403097979808
97,2.195403097979808
98,2.195403097979808
99,2.195403097979808
100,2.195403097979808
101,2.195403097979808
102,2.195403097979808
103,2.195403097979808
104,2.195403097979808
105,2.195403097979808
106,2.195403097979808
107,2.195403097979808
108,2.195403097979808
109,2.195403097979808
110,2.195403097979808
111,2.195403097979808
112,2.195403097979808
113,2.195403097979808
114,2.195403097979808
115,2.195403097979808
116,2.195403097979808
117,2.195403097979808
118,2.195403097979808
119,2.195403097979808
120,2.195403097979808
121,2.195403097979808
122,2.195403097979808
123,2.195403097979808
124,2.195403097979808
125,2.195403097979808
126,2.195403097979808
127,2.195403097979808
128,2.195403097979808
129,2.195403097979808
130,2.195403097979808
131,2.195403097979808
132,2.195403097979808
133,2.195403097979808
134,2.195403097979808
135,2.195403097979808
136,2.195403097979808
137,2.195403097979808
138,2.195403097979808
139,2.195403097979808
140,2.195403097979808
141,2.195403097979808
142,2.195403097979808
143,2.195403097979808
144,2.195403097979808
145,2.195403097979808
146,2.195403097979808
147,2.195403097979808
148,2.195403097979808
149,2.195403097979808
150,2.195403097979808
151,2.248439353509115
152,2.248439353509115
153,2.248439353509115
154,2.248439353509115
155,2.248439353509115
156,2.248439353509115
157,2.248439353509115
158,2.248439353509115
159,2.248439353509115
160,2.248439353509115
161,2.248439353509115
162,2.248439353509115
163,2.248439353509115
164,2.248439353509115
165,2.248439353509115
166,2.248439353509115
167,2.248439353509115
168,2.248439353509115
169,2.290660681133684
170,2.290660681133684
171,2.3014746100471615
172,2.3014746100471615
173,2.3014746100471615
174,2.3014746100471615
175,2.3014746100471615
176,2.3014746100471615
177,2.484415692131577
178,2.484415692131577
179,2.484415692131577
180,2.5017348320068984
181,2.5017348320068984
182,2.5017348320068984
183,2.5017348320068984
184,2.5017348320068984
185,2.5017348320068984
186,2.5017348320068984
187,2.5017348320068984
188,2.5017348320068984
189,2.5745953867515206
190,2.5745953867515206
191,2.5745953867515206
192,2.5745953867515206
193,2.5745953867515206
194,2.5745953867515206
195,2.633727952666409
196,2.633727952666409
197,2.633727952666409
198,2.633727952666409
199,2.633727952666409
200,2.633727952666409
201,2.633727952666409
202,2.7208344769548694
203,2.7208344769548694
204,2.7208344769548694
205,2.7208344769548694
206,2.7208344769548694
207,2.7208344769548694
208,2.7208344769548694
209,2.7208344769548694
210,2.7208344769548694
211,2.7208344769548694
212,2.7208344769548694
213,2.7208344769548694
214,2.7208344769548694
215,2.7208344769548694
216,2.7208344769548694
217,2.7208344769548694
218,2.7208344769548694
219,2.7208344769548694
220,2.7208344769548694
221,2.7208344769548694
222,2.7208344769548694
223,2.7208344769548694
224,2.7208344769548694
225,2.7208344769548694
226,2.7208344769548694
227,2.7208344769548694
228,2.7208344769548694
229,2.7208344769548694
230,2.7208344769548694
231,2.7208344769548694
232,2.7208344769548694
233,2.7208344769548694
234,2.7208344769548694
235,2.7208344769548694
236,2.7208344769548694
237,2.7208344769548694
238,2.7208344769548694
239,2.7208344769548694
240,2.727434017986377
241,2.727434017986377
242,2.7323848609540806
243,2.7323848609540806
244,2.738905615755757
245,2.738905615755757
246,2.738905615755757
247,2.7393447724472084
248,2.7486659425168725
249,2.7486659425168725
