0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.8310),tensor(-1.1793),tensor(0.0328),tensor(1.6325),tensor(1.7031),tensor(0.2814),tensor(-0.4452),tensor(1.5493),tensor(0.9178),tensor(3.0838),tensor(-0.6278),tensor(-4.0335),tensor(-1.3974)
