0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(0.8554),tensor(1.8183),tensor(-0.7434),tensor(1.0029),tensor(1.6875),tensor(-0.0315),tensor(-3.7363),tensor(-0.6546),tensor(-0.1646),tensor(-1.8870),tensor(-3.4660),tensor(2.3801),tensor(-1.5302)
