0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.0712),tensor(-0.2616),tensor(0.1131),tensor(0.1383),tensor(0.0960),tensor(-0.2973),tensor(0.3421),tensor(0.0789),tensor(0.0852),tensor(0.1971),tensor(-0.5991),tensor(-0.5014),tensor(0.2452)
