0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(0.2968),tensor(-0.4369),tensor(-0.2015),tensor(1.0820),tensor(0.4960),tensor(0.6811),tensor(0.4564),tensor(-0.0497),tensor(-1.8838),tensor(-1.5344),tensor(2.4168),tensor(1.3716),tensor(-1.7549)
