0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.0042),tensor(0.0670),tensor(0.2998),tensor(-0.5155),tensor(0.1478),tensor(-0.3428),tensor(0.0137),tensor(-0.0794),tensor(0.2017),tensor(0.3734),tensor(-0.4816),tensor(-0.5608),tensor(0.2697)
