0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.6897),tensor(-0.1586),tensor(1.2067),tensor(-1.1132),tensor(0.4030),tensor(-0.1841),tensor(0.4972),tensor(0.0150),tensor(0.8680),tensor(0.9514),tensor(-1.1205),tensor(-0.3522),tensor(-0.0273)
