0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(1.1192),tensor(-0.9917),tensor(-1.6010),tensor(-1.2275),tensor(0.2939),tensor(0.7350),tensor(2.6600),tensor(0.6700),tensor(-0.3223),tensor(1.1646),tensor(-2.9434),tensor(-1.9285),tensor(1.6128)
