0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-1.3834),tensor(-0.0102),tensor(1.2494),tensor(-1.5542),tensor(1.3644),tensor(0.9055),tensor(1.2085),tensor(0.0602),tensor(2.1179),tensor(1.4307),tensor(-1.9808),tensor(-0.7583),tensor(-0.3618)
