0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-1.7999),tensor(1.1560),tensor(0.0426),tensor(1.1917),tensor(-1.9052),tensor(-0.2355),tensor(2.4752),tensor(0.0867),tensor(0.5919),tensor(1.7510),tensor(-0.6267),tensor(-1.9048),tensor(2.0983)
