,fbest
0,0.7511749852802616
1,0.8040930472834088
2,0.8040930472834088
3,0.9604652964148237
4,0.9604652964148237
5,1.1357240370729185
6,1.3785900106349118
7,1.3785900106349118
8,2.02334878189471
9,2.02334878189471
10,2.02334878189471
11,2.02334878189471
12,2.02334878189471
13,2.02334878189471
14,2.02334878189471
15,2.02334878189471
16,2.02334878189471
17,2.02334878189471
18,2.02334878189471
19,2.1917549978334896
20,2.1917549978334896
21,2.1917549978334896
22,2.1917549978334896
23,2.1917549978334896
24,2.1917549978334896
25,2.1917549978334896
26,2.6445378867309386
27,2.6445378867309386
28,2.6445378867309386
29,2.6945428105343554
30,2.8710850267563965
31,2.8710850267563965
32,2.8710850267563965
33,2.8710850267563965
34,2.8710850267563965
35,2.8710850267563965
36,2.8710850267563965
37,2.8710850267563965
38,2.9252095364602755
39,2.9252095364602755
40,2.9252095364602755
41,2.9252095364602755
42,2.9252095364602755
43,2.94628887541886
44,2.94628887541886
45,2.94628887541886
46,3.722067887062786
47,3.722067887062786
48,3.722067887062786
49,3.722067887062786
50,3.722067887062786
51,3.722067887062786
52,3.722067887062786
53,3.722067887062786
54,3.722067887062786
55,3.722067887062786
56,3.722067887062786
57,3.722067887062786
58,3.722067887062786
59,3.722067887062786
60,3.722067887062786
61,3.722067887062786
62,3.7573413534672957
63,3.7573413534672957
64,3.7573413534672957
65,3.795497811454029
66,3.795497811454029
67,3.795497811454029
68,3.795497811454029
69,3.795497811454029
70,3.795497811454029
71,3.795497811454029
72,3.795497811454029
73,3.795497811454029
74,3.795497811454029
75,3.795497811454029
76,3.8941515000084106
77,3.8941515000084106
78,3.8941515000084106
79,3.8941515000084106
80,3.8941515000084106
81,3.8941515000084106
82,3.8941515000084106
83,3.8941515000084106
84,3.8941515000084106
85,3.8941515000084106
86,4.080840588876689
87,4.080840588876689
88,4.080840588876689
89,4.080840588876689
90,4.080840588876689
91,4.080840588876689
92,4.080840588876689
93,4.080840588876689
94,4.080840588876689
95,4.080840588876689
96,4.080840588876689
97,4.080840588876689
98,4.080840588876689
99,4.080840588876689
100,4.080840588876689
101,4.080840588876689
102,4.080840588876689
103,4.080840588876689
104,4.080840588876689
105,4.080840588876689
106,4.080840588876689
107,4.080840588876689
108,4.080840588876689
109,4.080840588876689
110,4.080840588876689
111,4.080840588876689
112,4.080840588876689
113,4.080840588876689
114,4.080840588876689
115,4.1969794638223625
116,4.1969794638223625
117,4.1969794638223625
118,4.1969794638223625
119,4.1969794638223625
120,4.1969794638223625
121,4.1969794638223625
122,4.1969794638223625
123,4.1969794638223625
124,4.1969794638223625
125,4.1969794638223625
126,4.1969794638223625
127,4.1969794638223625
128,4.1969794638223625
129,4.1969794638223625
130,4.1969794638223625
131,4.1969794638223625
132,4.202837266367019
133,4.202837266367019
134,4.202837266367019
135,4.202837266367019
136,4.202837266367019
137,4.349421828164008
138,4.349421828164008
139,4.349421828164008
140,4.349421828164008
141,4.349421828164008
142,4.349421828164008
143,4.349421828164008
144,4.349421828164008
145,4.349421828164008
146,4.349421828164008
147,4.349421828164008
148,4.349421828164008
149,4.349421828164008
150,4.349421828164008
151,4.349421828164008
152,4.349421828164008
153,4.349421828164008
154,4.349421828164008
155,4.349421828164008
156,4.349421828164008
157,4.349421828164008
158,4.349421828164008
159,4.349421828164008
160,4.349421828164008
161,4.349421828164008
162,4.349421828164008
163,4.349421828164008
164,4.349421828164008
165,4.349421828164008
166,4.349421828164008
167,4.349421828164008
168,4.349421828164008
169,4.349421828164008
170,4.349421828164008
171,4.349421828164008
172,4.349421828164008
173,4.349421828164008
174,4.349421828164008
175,4.349421828164008
176,4.349421828164008
177,4.349421828164008
178,4.349421828164008
179,4.349421828164008
180,4.349421828164008
181,4.349421828164008
182,4.349421828164008
183,4.349421828164008
184,4.349421828164008
185,4.349421828164008
186,4.349421828164008
187,4.349421828164008
188,4.349421828164008
189,4.349421828164008
190,4.349421828164008
191,4.349421828164008
192,4.349421828164008
193,4.349421828164008
194,4.349421828164008
195,4.349421828164008
196,4.349421828164008
197,4.349421828164008
198,4.349421828164008
199,4.349421828164008
200,4.349421828164008
201,4.349421828164008
202,4.349421828164008
203,4.366308077739111
204,4.366308077739111
205,4.366308077739111
206,4.366308077739111
207,4.366308077739111
208,4.366308077739111
209,4.366308077739111
210,4.366308077739111
211,4.366308077739111
212,4.366308077739111
213,4.366308077739111
214,4.366308077739111
215,4.366308077739111
216,4.366308077739111
217,4.366308077739111
218,4.366308077739111
219,4.366308077739111
220,4.366308077739111
221,4.366308077739111
222,4.366308077739111
223,4.366308077739111
224,4.366308077739111
225,4.366308077739111
226,4.366308077739111
227,4.366308077739111
228,4.366308077739111
229,4.366308077739111
230,4.366308077739111
231,4.366308077739111
232,4.366308077739111
233,4.366308077739111
234,4.366308077739111
235,4.366308077739111
236,4.366308077739111
237,4.366308077739111
238,4.366308077739111
239,4.366308077739111
240,4.366308077739111
241,4.366308077739111
242,4.366308077739111
243,4.366308077739111
244,4.366308077739111
245,4.366308077739111
246,4.366308077739111
247,4.366308077739111
248,4.366308077739111
249,4.366308077739111
