0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.5443),tensor(0.2978),tensor(0.3290),tensor(-1.9120),tensor(0.2180),tensor(-0.0529),tensor(1.4022),tensor(-2.2027),tensor(2.0118),tensor(0.8770),tensor(-1.9090),tensor(-1.2564),tensor(2.2760)
