0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.3113),tensor(0.1314),tensor(1.9063),tensor(-0.1727),tensor(-0.5655),tensor(-0.1246),tensor(1.3641),tensor(-1.3085),tensor(1.8835),tensor(0.7310),tensor(-0.9630),tensor(-0.8174),tensor(2.2986)
