0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.7337),tensor(0.0456),tensor(0.2615),tensor(-0.9561),tensor(0.1604),tensor(-0.7966),tensor(0.9245),tensor(-0.0790),tensor(0.9129),tensor(0.4271),tensor(-1.0588),tensor(-0.7395),tensor(1.0437)
