0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(0.9299),tensor(-0.4937),tensor(-0.6275),tensor(-0.0647),tensor(-0.0429),tensor(-2.4995),tensor(1.3865),tensor(-0.3102),tensor(0.9723),tensor(1.3056),tensor(-0.9705),tensor(-0.7587),tensor(0.4204)
