0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-0.0106),tensor(-0.0926),tensor(1.0332),tensor(-0.4516),tensor(-0.0640),tensor(0.6028),tensor(1.8598),tensor(-1.9412),tensor(1.8412),tensor(0.3633),tensor(-2.7227),tensor(-1.9057),tensor(-0.0559)
