0,1,2,3,4,5,6,7,8,9,10,11,12
tensor(-1.4166),tensor(1.0140),tensor(0.0016),tensor(1.0931),tensor(1.2287),tensor(0.0214),tensor(2.1127),tensor(-1.7259),tensor(2.7638),tensor(1.0400),tensor(0.1535),tensor(-0.7749),tensor(-0.9209)
