mean_eval,median_eval,pop_best_eval,best_eval,worst_eval,no_envs
0.19209648668766022,0.16688069701194763,0.351714551448822,0.351714551448822,0.09088946133852005,1
0.17496782541275024,0.1380995810031891,0.33209046721458435,0.351714551448822,0.0650520995259285,1
0.18700376152992249,0.18222497403621674,0.3242735266685486,0.351714551448822,0.0650520995259285,1
0.256145179271698,0.21567502617835999,0.4590989351272583,0.4590989351272583,0.06196802109479904,1
0.34626179933547974,0.27462267875671387,0.6677992939949036,0.6677992939949036,0.06196802109479904,1
0.4186401069164276,0.4269807040691376,0.7850611209869385,0.7850611209869385,0.06196802109479904,1
0.3974839150905609,0.4224882125854492,0.5068015456199646,0.7850611209869385,0.06196802109479904,1
0.5286877155303955,0.5123176574707031,0.682340145111084,0.7850611209869385,0.06196802109479904,1
0.48885640501976013,0.47339075803756714,0.6982033252716064,0.7850611209869385,0.06196802109479904,1
0.38233882188796997,0.3522389233112335,0.6517209410667419,0.7850611209869385,0.06196802109479904,1
0.361994206905365,0.366640567779541,0.6629197597503662,0.7850611209869385,0.06196802109479904,1
0.39691630005836487,0.45470577478408813,0.6103917360305786,0.7850611209869385,0.037384551018476486,1
0.5690624713897705,0.5438799858093262,0.9549936652183533,0.9549936652183533,0.037384551018476486,1
0.6322541832923889,0.5636026859283447,1.3091744184494019,1.3091744184494019,0.037384551018476486,1
0.8121057152748108,0.7938569784164429,1.1216011047363281,1.3091744184494019,0.037384551018476486,1
0.6291903257369995,0.6569281816482544,0.9888824820518494,1.3091744184494019,0.037384551018476486,1
0.8218727111816406,0.8347369432449341,1.3139159679412842,1.3139159679412842,0.037384551018476486,1
0.7976390719413757,0.7525225877761841,1.270642638206482,1.3139159679412842,0.037384551018476486,1
0.8285624980926514,0.8720492124557495,1.3030717372894287,1.3139159679412842,0.037384551018476486,1
0.9733485579490662,0.9214305281639099,1.5538028478622437,1.5538028478622437,0.037384551018476486,1
1.0893914699554443,1.02545166015625,1.6060800552368164,1.6060800552368164,0.037384551018476486,1
1.2249324321746826,1.2080888748168945,1.6322523355484009,1.6322523355484009,0.037384551018476486,1
1.140109658241272,1.099626064300537,1.5093573331832886,1.6322523355484009,0.037384551018476486,1
1.0706851482391357,1.0488381385803223,1.6247905492782593,1.6322523355484009,0.037384551018476486,1
1.202112078666687,1.2008843421936035,1.6092873811721802,1.6322523355484009,0.037384551018476486,1
1.1886793375015259,1.2137514352798462,1.5415167808532715,1.6322523355484009,0.037384551018476486,1
1.125927448272705,1.0670750141143799,1.879067301750183,1.879067301750183,0.037384551018476486,1
1.2085628509521484,1.1869913339614868,1.846859335899353,1.879067301750183,0.037384551018476486,1
1.5383644104003906,1.5301295518875122,1.9922707080841064,1.9922707080841064,0.037384551018476486,1
1.620322823524475,1.572644591331482,2.1940019130706787,2.1940019130706787,0.037384551018476486,1
1.665088176727295,1.8179322481155396,2.2984235286712646,2.2984235286712646,0.037384551018476486,1
1.8503645658493042,2.040127754211426,2.2592196464538574,2.2984235286712646,0.037384551018476486,1
2.0287587642669678,2.113504409790039,2.2519569396972656,2.2984235286712646,0.037384551018476486,1
1.987429141998291,2.063682794570923,2.369631290435791,2.369631290435791,0.037384551018476486,1
1.7755565643310547,1.8313003778457642,2.3745992183685303,2.3745992183685303,0.037384551018476486,1
2.178448438644409,2.1300716400146484,2.6211583614349365,2.6211583614349365,0.037384551018476486,1
2.1611897945404053,2.16176176071167,2.7660067081451416,2.7660067081451416,0.037384551018476486,1
1.9969005584716797,1.8249070644378662,2.6608548164367676,2.7660067081451416,0.037384551018476486,1
2.144761323928833,2.1677117347717285,2.6314375400543213,2.7660067081451416,0.037384551018476486,1
2.3374414443969727,2.3323419094085693,2.755047082901001,2.7660067081451416,0.037384551018476486,1
2.337353467941284,2.3766603469848633,2.950407028198242,2.950407028198242,0.037384551018476486,1
2.2925608158111572,2.2490737438201904,2.6436426639556885,2.950407028198242,0.037384551018476486,1
2.3614320755004883,2.1949687004089355,3.0710833072662354,3.0710833072662354,0.037384551018476486,1
2.4043710231781006,2.494722366333008,2.870469808578491,3.0710833072662354,0.037384551018476486,1
2.460111618041992,2.552227020263672,2.959491729736328,3.0710833072662354,0.037384551018476486,1
2.6396374702453613,2.779789686203003,3.2157514095306396,3.2157514095306396,0.037384551018476486,1
2.566783905029297,2.4888761043548584,3.2196366786956787,3.2196366786956787,0.037384551018476486,1
2.778944253921509,2.8412375450134277,3.12973952293396,3.2196366786956787,0.037384551018476486,1
2.3528213500976562,2.499177932739258,3.0485153198242188,3.2196366786956787,0.037384551018476486,1
2.825503349304199,2.9060397148132324,3.3013575077056885,3.3013575077056885,0.037384551018476486,1
2.4548895359039307,2.6111087799072266,3.3029627799987793,3.3029627799987793,0.037384551018476486,1
2.3488831520080566,2.482651472091675,3.2093048095703125,3.3029627799987793,0.037384551018476486,1
2.4244203567504883,2.5811197757720947,3.4789023399353027,3.4789023399353027,0.037384551018476486,1
2.4182534217834473,2.5352892875671387,2.986159086227417,3.4789023399353027,0.037384551018476486,1
2.2996435165405273,2.3752315044403076,2.987760305404663,3.4789023399353027,0.037384551018476486,1
2.372363567352295,2.7066378593444824,3.0498952865600586,3.4789023399353027,0.037384551018476486,1
2.3134143352508545,2.442996025085449,3.1957685947418213,3.4789023399353027,0.037384551018476486,1
2.753535509109497,2.825493574142456,3.3492040634155273,3.4789023399353027,0.037384551018476486,1
2.292088508605957,2.4934043884277344,3.120635986328125,3.4789023399353027,0.037384551018476486,1
2.6638972759246826,2.767571210861206,3.1708152294158936,3.4789023399353027,0.037384551018476486,1
2.365651845932007,2.4795854091644287,3.2124381065368652,3.4789023399353027,0.037384551018476486,1
2.172834634780884,2.5009005069732666,2.850207567214966,3.4789023399353027,0.037384551018476486,1
2.4279234409332275,2.503889322280884,3.0474026203155518,3.4789023399353027,0.037384551018476486,1
2.0110418796539307,2.5770926475524902,2.8755862712860107,3.4789023399353027,0.037384551018476486,1
2.4068028926849365,2.575106620788574,3.1475608348846436,3.4789023399353027,0.037384551018476486,1
2.3132221698760986,2.613765239715576,3.165065050125122,3.4789023399353027,0.037384551018476486,1
2.786146640777588,2.818093776702881,3.519746780395508,3.519746780395508,0.037384551018476486,1
2.434163808822632,2.509122371673584,3.105325222015381,3.519746780395508,0.037384551018476486,1
2.0802457332611084,2.0520331859588623,3.4659574031829834,3.519746780395508,0.037384551018476486,1
2.7473394870758057,2.902292251586914,3.3287973403930664,3.519746780395508,0.037384551018476486,1
2.520357370376587,2.8480498790740967,3.2179524898529053,3.519746780395508,0.037384551018476486,1
2.576509475708008,2.7815377712249756,3.4219233989715576,3.519746780395508,0.037384551018476486,1
2.5635626316070557,2.6110379695892334,3.46282696723938,3.519746780395508,0.037384551018476486,1
2.355694055557251,2.4230222702026367,3.388462543487549,3.519746780395508,0.037384551018476486,1
2.5678248405456543,2.6982786655426025,2.9947805404663086,3.519746780395508,0.037384551018476486,1
2.5148370265960693,2.769993305206299,3.291564702987671,3.519746780395508,0.037384551018476486,1
2.5539395809173584,2.723062038421631,3.463268518447876,3.519746780395508,0.037384551018476486,1
2.909980535507202,2.9694154262542725,3.651721239089966,3.651721239089966,0.037384551018476486,1
2.976250648498535,2.945890188217163,3.743093252182007,3.743093252182007,0.037384551018476486,1
2.3919503688812256,2.6386122703552246,3.310502290725708,3.743093252182007,0.037384551018476486,1
2.3191657066345215,2.51137113571167,3.5060224533081055,3.743093252182007,0.037384551018476486,1
2.8065788745880127,3.0344481468200684,3.496774911880493,3.743093252182007,0.037384551018476486,1
2.615924596786499,2.9211647510528564,3.4383583068847656,3.743093252182007,0.037384551018476486,1
2.390622138977051,2.4011027812957764,3.5806643962860107,3.743093252182007,0.037384551018476486,1
2.4643354415893555,2.6364786624908447,3.4697530269622803,3.743093252182007,0.037384551018476486,1
2.420463800430298,2.5143883228302,3.1531107425689697,3.743093252182007,0.037384551018476486,1
2.386301279067993,2.5557847023010254,3.6947195529937744,3.743093252182007,0.037384551018476486,1
2.600463390350342,2.778995990753174,3.2486884593963623,3.743093252182007,0.037384551018476486,1
2.7668235301971436,2.922841787338257,3.5964348316192627,3.743093252182007,0.037384551018476486,1
2.815599203109741,2.7798941135406494,3.1914989948272705,3.743093252182007,0.037384551018476486,1
2.6386094093322754,2.7124249935150146,3.689960479736328,3.743093252182007,0.037384551018476486,1
